message_index,event,event_type,start_time,total_elapsed_time,total_timer_time,total_distance,total_cycles,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,lap_trigger,sport,num_lengths,first_length_index,avg_stroke_distance,swim_stroke,num_active_lengths,min_heart_rate,enhanced_avg_speed,date,time
[11],lap,stop,"11/20/2025, 05:24:11 AM",18.8,18.8,0.0,,154.0,154.0,0.0,0.0,manual,swimming,0.0,,,,0.0,154.0,0.0,11/20/2025,05:24:29 AM
[12],lap,stop,"11/20/2025, 05:24:30 AM",64.7,64.7,91.44,24.0,158.0,158.0,32.0,32.0,manual,swimming,4.0,30.0,91.44,freestyle,4.0,158.0,,11/20/2025,05:25:34 AM
[13],lap,stop,"11/20/2025, 05:25:44 AM",10.6,10.6,0.0,,158.0,158.0,0.0,0.0,manual,swimming,0.0,,,,0.0,158.0,0.0,11/20/2025,05:25:54 AM
[14],lap,stop,"11/20/2025, 05:25:54 AM",73.7,73.7,91.44,27.0,155.0,155.0,35.0,35.0,manual,swimming,4.0,35.0,91.44,freestyle,4.0,155.0,,11/20/2025,05:27:07 AM
[15],lap,stop,"11/20/2025, 05:27:14 AM",15.4,15.4,0.0,,155.0,155.0,0.0,0.0,manual,swimming,0.0,,,,0.0,155.0,0.0,11/20/2025,05:27:29 AM
[16],lap,stop,"11/20/2025, 05:27:30 AM",68.1,68.1,91.44,25.0,156.0,156.0,32.0,32.0,manual,swimming,4.0,40.0,91.44,freestyle,4.0,156.0,,11/20/2025,05:28:38 AM
[17],lap,stop,"11/20/2025, 05:28:45 AM",12.9,12.9,0.0,,156.0,156.0,0.0,0.0,manual,swimming,0.0,,,,0.0,156.0,0.0,11/20/2025,05:28:57 AM
[18],lap,stop,"11/20/2025, 05:28:58 AM",71.2,71.2,91.44,27.0,159.0,159.0,35.0,35.0,manual,swimming,4.0,45.0,91.44,freestyle,4.0,159.0,,11/20/2025,05:30:09 AM
[19],lap,stop,"11/20/2025, 05:30:18 AM",70.0,70.0,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,11/20/2025,05:31:28 AM
[20],lap,stop,"11/20/2025, 05:31:28 AM",66.6,66.6,91.44,23.0,140.0,140.0,27.0,27.0,manual,swimming,4.0,50.0,91.44,freestyle,4.0,140.0,,11/20/2025,05:32:34 AM
[21],lap,stop,"11/20/2025, 05:32:38 AM",16.6,16.6,0.0,,140.0,140.0,0.0,0.0,manual,swimming,0.0,,,,0.0,140.0,0.0,11/20/2025,05:32:54 AM
[22],lap,stop,"11/20/2025, 05:32:55 AM",146.1,146.1,182.88,26.0,149.0,149.0,61.0,61.0,manual,swimming,8.0,55.0,182.88,freestyle,8.0,149.0,,11/20/2025,05:35:21 AM
[23],lap,stop,"11/20/2025, 05:35:42 AM",16.4,16.4,0.0,,149.0,149.0,0.0,0.0,manual,swimming,0.0,,,,0.0,149.0,0.0,11/20/2025,05:35:58 AM
[24],lap,stop,"11/20/2025, 05:35:58 AM",64.9,64.9,91.44,23.0,152.0,152.0,28.0,28.0,manual,swimming,4.0,64.0,91.44,freestyle,4.0,152.0,,11/20/2025,05:37:02 AM
[25],lap,stop,"11/20/2025, 05:37:12 AM",15.8,15.8,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,11/20/2025,05:37:27 AM
[26],lap,stop,"11/20/2025, 05:37:27 AM",64.3,64.3,91.44,23.0,151.0,151.0,28.0,28.0,manual,swimming,4.0,69.0,91.44,freestyle,4.0,151.0,,11/20/2025,05:38:31 AM
[27],lap,stop,"11/20/2025, 05:38:42 AM",17.4,17.4,0.0,,151.0,151.0,0.0,0.0,manual,swimming,0.0,,,,0.0,151.0,0.0,11/20/2025,05:38:59 AM
[28],lap,stop,"11/20/2025, 05:39:00 AM",62.3,62.3,91.44,22.0,153.0,153.0,26.0,26.0,manual,swimming,4.0,74.0,91.44,freestyle,4.0,153.0,,11/20/2025,05:40:02 AM
[29],lap,stop,"11/20/2025, 05:40:12 AM",18.4,18.4,0.0,,153.0,153.0,0.0,0.0,manual,swimming,0.0,,,,0.0,153.0,0.0,11/20/2025,05:40:30 AM
[30],lap,stop,"11/20/2025, 05:40:31 AM",67.6,67.6,91.44,24.0,151.0,151.0,28.0,28.0,manual,swimming,4.0,79.0,91.44,freestyle,4.0,151.0,,11/20/2025,05:41:38 AM
[31],lap,stop,"11/20/2025, 05:41:45 AM",12.7,12.7,0.0,,151.0,151.0,0.0,0.0,manual,swimming,0.0,,,,0.0,151.0,0.0,11/20/2025,05:41:57 AM
[32],lap,stop,"11/20/2025, 05:41:58 AM",73.9,73.9,91.44,26.0,153.0,153.0,31.0,31.0,manual,swimming,4.0,84.0,91.44,freestyle,4.0,153.0,,11/20/2025,05:43:11 AM
[33],lap,stop,"11/20/2025, 05:43:17 AM",11.6,11.6,0.0,,153.0,153.0,0.0,0.0,manual,swimming,0.0,,,,0.0,153.0,0.0,11/20/2025,05:43:28 AM
[34],lap,stop,"11/20/2025, 05:43:28 AM",67.0,67.0,91.44,24.0,150.0,150.0,27.0,27.0,manual,swimming,4.0,89.0,91.44,freestyle,4.0,150.0,,11/20/2025,05:44:35 AM
[35],lap,stop,"11/20/2025, 05:44:45 AM",15.4,15.4,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,11/20/2025,05:45:00 AM
[36],lap,stop,"11/20/2025, 05:45:01 AM",67.4,67.4,91.44,24.0,152.0,152.0,27.0,27.0,manual,swimming,4.0,94.0,91.44,freestyle,4.0,152.0,,11/20/2025,05:46:08 AM
[37],lap,stop,"11/20/2025, 05:46:16 AM",11.2,11.2,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,11/20/2025,05:46:27 AM
[38],lap,stop,"11/20/2025, 05:46:28 AM",66.3,66.3,91.44,23.0,153.0,153.0,27.0,27.0,manual,swimming,4.0,99.0,91.44,freestyle,4.0,153.0,,11/20/2025,05:47:34 AM
[39],lap,stop,"11/20/2025, 05:47:44 AM",12.2,12.2,0.0,,153.0,153.0,0.0,0.0,manual,swimming,0.0,,,,0.0,153.0,0.0,11/20/2025,05:47:56 AM
[40],lap,stop,"11/20/2025, 05:47:56 AM",66.8,66.8,91.44,23.0,153.0,153.0,25.0,25.0,manual,swimming,4.0,104.0,91.44,freestyle,4.0,153.0,,11/20/2025,05:49:02 AM
[41],lap,stop,"11/20/2025, 05:49:14 AM",12.3,12.3,0.0,,153.0,153.0,0.0,0.0,manual,swimming,0.0,,,,0.0,153.0,0.0,11/20/2025,05:49:26 AM
[42],lap,stop,"11/20/2025, 05:49:26 AM",68.7,68.7,91.44,24.0,155.0,155.0,28.0,28.0,manual,swimming,4.0,109.0,91.44,freestyle,4.0,155.0,,11/20/2025,05:50:34 AM
[43],lap,stop,"11/20/2025, 05:50:46 AM",12.6,12.6,0.0,,155.0,155.0,0.0,0.0,manual,swimming,0.0,,,,0.0,155.0,0.0,11/20/2025,05:50:58 AM
[44],lap,stop,"11/20/2025, 05:50:59 AM",68.2,68.2,91.44,24.0,152.0,152.0,28.0,28.0,manual,swimming,4.0,114.0,91.44,freestyle,4.0,152.0,,11/20/2025,05:52:07 AM
[45],lap,stop,"11/20/2025, 05:52:16 AM",11.4,11.4,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,11/20/2025,05:52:27 AM
[46],lap,stop,"11/20/2025, 05:52:28 AM",69.1,69.1,91.44,25.0,154.0,154.0,29.0,29.0,manual,swimming,4.0,119.0,91.44,freestyle,4.0,154.0,,11/20/2025,05:53:37 AM
[47],lap,stop,"11/20/2025, 05:53:43 AM",627.0,627.0,0.0,,154.0,154.0,0.0,0.0,manual,swimming,0.0,,,,0.0,154.0,0.0,11/20/2025,06:04:10 AM
[48],lap,stop,"11/20/2025, 06:04:10 AM",15.7,15.7,22.86,19.0,139.0,139.0,3.0,3.0,manual,swimming,1.0,124.0,22.86,freestyle,1.0,139.0,,11/20/2025,06:04:25 AM
0,lap,stop,"11/26/2025, 05:10:06 AM",59.7,59.7,91.44,23.0,107.0,107.0,32.0,32.0,manual,swimming,4.0,0.0,91.44,freestyle,4.0,107.0,,11/26/2025,05:11:05 AM
1,lap,stop,"11/26/2025, 05:12:21 AM",41.9,41.9,0.0,,107.0,107.0,0.0,0.0,manual,swimming,0.0,,,,0.0,107.0,0.0,11/26/2025,05:13:02 AM
2,lap,stop,"11/26/2025, 05:13:02 AM",1402.4,1402.4,1874.52,25.0,152.0,152.0,90.0,90.0,manual,swimming,82.0,5.0,563.8,freestyle,82.0,152.0,,11/26/2025,05:36:24 AM
3,lap,stop,"11/26/2025, 05:39:36 AM",335.0,335.0,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,11/26/2025,05:45:11 AM
4,lap,stop,"11/26/2025, 05:45:11 AM",653.9,653.9,22.86,660.0,125.0,125.0,6.0,6.0,manual,swimming,1.0,88.0,22.86,mixed,1.0,125.0,,11/26/2025,05:56:04 AM
0,lap,stop,"12/01/2025, 05:09:10 AM",61.9,61.9,91.44,24.0,109.0,109.0,34.0,34.0,manual,swimming,4.0,0.0,91.44,freestyle,4.0,109.0,,12/01/2025,05:10:11 AM
1,lap,stop,"12/01/2025, 05:11:34 AM",15.6,15.6,0.0,,109.0,109.0,0.0,0.0,manual,swimming,0.0,,,,0.0,109.0,0.0,12/01/2025,05:11:49 AM
2,lap,stop,"12/01/2025, 05:11:50 AM",746.1,746.1,1005.84,24.0,157.0,157.0,68.0,68.0,manual,swimming,44.0,5.0,350.48,freestyle,44.0,157.0,,12/01/2025,05:24:16 AM
3,lap,stop,"12/01/2025, 05:26:26 AM",49.9,49.9,0.0,,157.0,157.0,0.0,0.0,manual,swimming,0.0,,,,0.0,157.0,0.0,12/01/2025,05:27:15 AM
4,lap,stop,"12/01/2025, 05:27:16 AM",554.5,554.5,731.52,25.0,160.0,160.0,242.0,242.0,manual,swimming,32.0,50.0,76.16,freestyle,32.0,160.0,,12/01/2025,05:36:30 AM
5,lap,stop,"12/01/2025, 05:38:09 AM",325.8,325.8,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,12/01/2025,05:43:34 AM
6,lap,stop,"12/01/2025, 05:43:35 AM",14.5,14.5,22.86,28.0,146.0,146.0,13.0,13.0,manual,swimming,1.0,83.0,22.86,backstroke,1.0,146.0,,12/01/2025,05:43:49 AM
7,lap,stop,"12/01/2025, 05:43:50 AM",129.4,129.4,0.0,,146.0,146.0,0.0,0.0,manual,swimming,0.0,,,,0.0,146.0,0.0,12/01/2025,05:45:59 AM
8,lap,stop,"12/01/2025, 05:45:59 AM",243.5,243.5,22.86,253.0,145.0,145.0,9.0,9.0,manual,swimming,1.0,85.0,22.86,mixed,1.0,145.0,,12/01/2025,05:50:02 AM
9,lap,stop,"12/01/2025, 05:50:02 AM",48.0,48.0,0.0,,145.0,145.0,0.0,0.0,manual,swimming,0.0,,,,0.0,145.0,0.0,12/01/2025,05:50:50 AM
10,lap,stop,"12/01/2025, 05:50:50 AM",21.1,21.1,22.86,25.0,140.0,140.0,4.0,4.0,manual,swimming,1.0,87.0,22.86,backstroke,1.0,140.0,,12/01/2025,05:51:11 AM
0,lap,stop,"12/03/2025, 05:09:15 AM",55.2,55.2,91.44,21.0,104.0,104.0,29.0,29.0,manual,swimming,4.0,0.0,91.44,freestyle,4.0,104.0,,12/03/2025,05:10:10 AM
1,lap,stop,"12/03/2025, 05:12:20 AM",25.0,25.0,0.0,,104.0,104.0,0.0,0.0,manual,swimming,0.0,,,,0.0,104.0,0.0,12/03/2025,05:12:45 AM
2,lap,stop,"12/03/2025, 05:12:45 AM",86.5,86.5,114.3,25.0,154.0,154.0,41.0,41.0,manual,swimming,5.0,5.0,114.3,freestyle,5.0,154.0,,12/03/2025,05:14:11 AM
3,lap,stop,"12/03/2025, 05:14:18 AM",15.4,15.4,0.0,,154.0,154.0,0.0,0.0,manual,swimming,0.0,,,,0.0,154.0,0.0,12/03/2025,05:14:33 AM
4,lap,stop,"12/03/2025, 05:14:33 AM",14.0,14.0,22.86,21.0,149.0,149.0,7.0,7.0,manual,swimming,1.0,11.0,22.86,freestyle,1.0,149.0,,12/03/2025,05:14:47 AM
5,lap,stop,"12/03/2025, 05:14:47 AM",19.1,19.1,0.0,,149.0,149.0,0.0,0.0,manual,swimming,0.0,,,,0.0,149.0,0.0,12/03/2025,05:15:06 AM
6,lap,stop,"12/03/2025, 05:15:06 AM",114.9,114.9,160.02,25.0,154.0,154.0,58.0,58.0,manual,swimming,7.0,13.0,160.02,freestyle,7.0,154.0,,12/03/2025,05:17:00 AM
7,lap,stop,"12/03/2025, 05:17:23 AM",11.1,11.1,0.0,,154.0,154.0,0.0,0.0,manual,swimming,0.0,,,,0.0,154.0,0.0,12/03/2025,05:17:34 AM
8,lap,stop,"12/03/2025, 05:17:34 AM",32.8,32.8,45.72,25.0,160.0,160.0,16.0,16.0,manual,swimming,2.0,21.0,45.72,freestyle,2.0,160.0,,12/03/2025,05:18:06 AM
9,lap,stop,"12/03/2025, 05:18:09 AM",18.4,18.4,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,12/03/2025,05:18:27 AM
10,lap,stop,"12/03/2025, 05:18:28 AM",15.4,15.4,22.86,23.0,150.0,150.0,8.0,8.0,manual,swimming,1.0,24.0,22.86,freestyle,1.0,150.0,,12/03/2025,05:18:43 AM
11,lap,stop,"12/03/2025, 05:18:43 AM",144.0,144.0,68.58,68.0,144.0,144.0,2.0,2.0,manual,swimming,3.0,26.0,68.58,im,3.0,144.0,,12/03/2025,05:21:07 AM
12,lap,stop,"12/03/2025, 05:21:07 AM",19.8,19.8,0.0,,144.0,144.0,0.0,0.0,manual,swimming,0.0,,,,0.0,144.0,0.0,12/03/2025,05:21:26 AM
13,lap,stop,"12/03/2025, 05:21:27 AM",60.8,60.8,45.72,,152.0,152.0,0.0,0.0,manual,swimming,2.0,30.0,45.72,im,2.0,152.0,,12/03/2025,05:22:27 AM
14,lap,stop,"12/03/2025, 05:22:28 AM",13.2,13.2,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,12/03/2025,05:22:41 AM
15,lap,stop,"12/03/2025, 05:22:41 AM",67.5,67.5,45.72,,152.0,152.0,0.0,0.0,manual,swimming,2.0,33.0,45.72,im,2.0,152.0,,12/03/2025,05:23:48 AM
16,lap,stop,"12/03/2025, 05:23:49 AM",23.5,23.5,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,12/03/2025,05:24:12 AM
17,lap,stop,"12/03/2025, 05:24:12 AM",13.6,13.6,22.86,18.0,155.0,155.0,4.0,4.0,manual,swimming,1.0,36.0,22.86,im,1.0,155.0,,12/03/2025,05:24:25 AM
18,lap,stop,"12/03/2025, 05:24:26 AM",11.5,11.5,0.0,,155.0,155.0,0.0,0.0,manual,swimming,0.0,,,,0.0,155.0,0.0,12/03/2025,05:24:37 AM
19,lap,stop,"12/03/2025, 05:24:37 AM",15.5,15.5,22.86,22.0,163.0,163.0,6.0,6.0,manual,swimming,1.0,38.0,22.86,freestyle,1.0,163.0,,12/03/2025,05:24:52 AM
20,lap,stop,"12/03/2025, 05:24:53 AM",102.1,102.1,45.72,59.0,148.0,148.0,1.0,1.0,manual,swimming,2.0,40.0,45.72,im,2.0,148.0,,12/03/2025,05:26:35 AM
21,lap,stop,"12/03/2025, 05:26:35 AM",11.3,11.3,0.0,,148.0,148.0,0.0,0.0,manual,swimming,0.0,,,,0.0,148.0,0.0,12/03/2025,05:26:46 AM
22,lap,stop,"12/03/2025, 05:26:46 AM",62.7,62.7,45.72,,150.0,150.0,0.0,0.0,manual,swimming,2.0,43.0,45.72,im,2.0,150.0,,12/03/2025,05:27:48 AM
23,lap,stop,"12/03/2025, 05:27:49 AM",14.5,14.5,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,12/03/2025,05:28:03 AM
24,lap,stop,"12/03/2025, 05:28:03 AM",63.9,63.9,45.72,,150.0,150.0,0.0,0.0,manual,swimming,2.0,46.0,45.72,im,2.0,150.0,,12/03/2025,05:29:06 AM
25,lap,stop,"12/03/2025, 05:29:07 AM",26.1,26.1,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,12/03/2025,05:29:33 AM
26,lap,stop,"12/03/2025, 05:29:33 AM",18.3,18.3,22.86,22.0,159.0,159.0,4.0,4.0,manual,swimming,1.0,49.0,22.86,im,1.0,159.0,,12/03/2025,05:29:51 AM
27,lap,stop,"12/03/2025, 05:29:51 AM",1.9,1.9,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,12/03/2025,05:29:52 AM
28,lap,stop,"12/03/2025, 05:29:53 AM",21.4,21.4,22.86,28.0,165.0,165.0,7.0,7.0,manual,swimming,1.0,51.0,22.86,freestyle,1.0,165.0,,12/03/2025,05:30:14 AM
29,lap,stop,"12/03/2025, 05:30:15 AM",31.2,31.2,0.0,,165.0,165.0,0.0,0.0,manual,swimming,0.0,,,,0.0,165.0,0.0,12/03/2025,05:30:46 AM
30,lap,stop,"12/03/2025, 05:30:46 AM",65.7,65.7,45.72,,148.0,148.0,0.0,0.0,manual,swimming,2.0,53.0,45.72,im,2.0,148.0,,12/03/2025,05:31:51 AM
31,lap,stop,"12/03/2025, 05:31:52 AM",14.9,14.9,0.0,,148.0,148.0,0.0,0.0,manual,swimming,0.0,,,,0.0,148.0,0.0,12/03/2025,05:32:06 AM
32,lap,stop,"12/03/2025, 05:32:07 AM",141.1,141.1,91.44,,152.0,152.0,0.0,0.0,manual,swimming,4.0,56.0,91.44,im,4.0,152.0,,12/03/2025,05:34:28 AM
33,lap,stop,"12/03/2025, 05:34:28 AM",1.2,1.2,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,12/03/2025,05:34:29 AM
34,lap,stop,"12/03/2025, 05:34:29 AM",24.3,24.3,22.86,36.0,165.0,165.0,12.0,12.0,manual,swimming,1.0,61.0,22.86,freestyle,1.0,165.0,,12/03/2025,05:34:53 AM
35,lap,stop,"12/03/2025, 05:34:53 AM",26.8,26.8,0.0,,165.0,165.0,0.0,0.0,manual,swimming,0.0,,,,0.0,165.0,0.0,12/03/2025,05:35:19 AM
36,lap,stop,"12/03/2025, 05:35:20 AM",186.6,186.6,114.3,36.0,149.0,149.0,2.0,2.0,manual,swimming,5.0,63.0,114.3,im,5.0,149.0,,12/03/2025,05:38:26 AM
37,lap,stop,"12/03/2025, 05:38:26 AM",2.3,2.3,0.0,,149.0,149.0,0.0,0.0,manual,swimming,0.0,,,,0.0,149.0,0.0,12/03/2025,05:38:28 AM
38,lap,stop,"12/03/2025, 05:38:29 AM",20.8,20.8,22.86,32.0,165.0,165.0,11.0,11.0,manual,swimming,1.0,69.0,22.86,freestyle,1.0,165.0,,12/03/2025,05:38:49 AM
39,lap,stop,"12/03/2025, 05:38:50 AM",13.8,13.8,0.0,,165.0,165.0,0.0,0.0,manual,swimming,0.0,,,,0.0,165.0,0.0,12/03/2025,05:39:03 AM
40,lap,stop,"12/03/2025, 05:39:03 AM",46.8,46.8,22.86,,146.0,146.0,0.0,0.0,manual,swimming,1.0,71.0,22.86,im,1.0,146.0,,12/03/2025,05:39:49 AM
41,lap,stop,"12/03/2025, 05:39:50 AM",16.7,16.7,0.0,,146.0,146.0,0.0,0.0,manual,swimming,0.0,,,,0.0,146.0,0.0,12/03/2025,05:40:06 AM
42,lap,stop,"12/03/2025, 05:40:07 AM",65.4,65.4,45.72,,147.0,147.0,0.0,0.0,manual,swimming,2.0,73.0,45.72,im,2.0,147.0,,12/03/2025,05:41:12 AM
43,lap,stop,"12/03/2025, 05:41:12 AM",24.1,24.1,0.0,,147.0,147.0,0.0,0.0,manual,swimming,0.0,,,,0.0,147.0,0.0,12/03/2025,05:41:36 AM
44,lap,stop,"12/03/2025, 05:41:36 AM",34.7,34.7,22.86,48.0,169.0,169.0,13.0,13.0,manual,swimming,1.0,76.0,22.86,freestyle,1.0,169.0,,12/03/2025,05:42:10 AM
45,lap,stop,"12/03/2025, 05:42:11 AM",26.3,26.3,0.0,,169.0,169.0,0.0,0.0,manual,swimming,0.0,,,,0.0,169.0,0.0,12/03/2025,05:42:37 AM
46,lap,stop,"12/03/2025, 05:42:37 AM",111.1,111.1,45.72,34.0,154.0,154.0,1.0,1.0,manual,swimming,2.0,78.0,45.72,im,2.0,154.0,,12/03/2025,05:44:28 AM
47,lap,stop,"12/03/2025, 05:44:28 AM",12.7,12.7,0.0,,154.0,154.0,0.0,0.0,manual,swimming,0.0,,,,0.0,154.0,0.0,12/03/2025,05:44:40 AM
48,lap,stop,"12/03/2025, 05:44:41 AM",20.1,20.1,22.86,28.0,159.0,159.0,8.0,8.0,manual,swimming,1.0,81.0,22.86,freestyle,1.0,159.0,,12/03/2025,05:45:01 AM
49,lap,stop,"12/03/2025, 05:45:01 AM",13.3,13.3,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,12/03/2025,05:45:14 AM
50,lap,stop,"12/03/2025, 05:45:14 AM",72.0,72.0,45.72,,157.0,157.0,0.0,0.0,manual,swimming,2.0,83.0,45.72,im,2.0,157.0,,12/03/2025,05:46:26 AM
51,lap,stop,"12/03/2025, 05:46:26 AM",25.7,25.7,22.86,36.0,166.0,166.0,10.0,10.0,manual,swimming,1.0,86.0,22.86,freestyle,1.0,166.0,,12/03/2025,05:46:51 AM
52,lap,stop,"12/03/2025, 05:46:52 AM",53.9,53.9,0.0,,166.0,166.0,0.0,0.0,manual,swimming,0.0,,,,0.0,166.0,0.0,12/03/2025,05:47:45 AM
53,lap,stop,"12/03/2025, 05:47:46 AM",25.5,25.5,22.86,37.0,171.0,171.0,11.0,11.0,manual,swimming,1.0,88.0,22.86,freestyle,1.0,171.0,,12/03/2025,05:48:11 AM
54,lap,stop,"12/03/2025, 05:48:11 AM",143.5,143.5,0.0,,171.0,171.0,0.0,0.0,manual,swimming,0.0,,,,0.0,171.0,0.0,12/03/2025,05:50:34 AM
55,lap,stop,"12/03/2025, 05:50:35 AM",233.6,233.6,22.86,242.0,147.0,147.0,8.0,8.0,manual,swimming,1.0,90.0,22.86,mixed,1.0,147.0,,12/03/2025,05:54:28 AM
56,,,"12/03/2025, 05:54:28 AM",40.4,40.4,,,,,,,,,,,,,,,,12/03/2025,05:55:09 AM
0,lap,stop,"12/05/2025, 05:10:41 AM",53.8,53.8,91.44,21.0,105.0,105.0,29.0,29.0,manual,swimming,4.0,0.0,91.44,freestyle,4.0,105.0,,12/05/2025,05:11:34 AM
1,lap,stop,"12/05/2025, 05:13:00 AM",25.0,25.0,0.0,,105.0,105.0,0.0,0.0,manual,swimming,0.0,,,,0.0,105.0,0.0,12/05/2025,05:13:25 AM
2,lap,stop,"12/05/2025, 05:13:25 AM",78.3,78.3,91.44,28.0,147.0,147.0,34.0,34.0,manual,swimming,4.0,5.0,91.44,freestyle,4.0,147.0,,12/05/2025,05:14:43 AM
3,lap,stop,"12/05/2025, 05:14:44 AM",112.1,112.1,91.44,,141.0,141.0,0.0,0.0,manual,swimming,4.0,10.0,91.44,im,4.0,141.0,,12/05/2025,05:16:36 AM
4,lap,stop,"12/05/2025, 05:16:36 AM",23.3,23.3,0.0,,141.0,141.0,0.0,0.0,manual,swimming,0.0,,,,0.0,141.0,0.0,12/05/2025,05:16:59 AM
5,lap,stop,"12/05/2025, 05:16:59 AM",233.3,233.3,274.32,27.0,145.0,145.0,93.0,93.0,manual,swimming,12.0,15.0,274.32,freestyle,12.0,145.0,,12/05/2025,05:20:52 AM
6,lap,stop,"12/05/2025, 05:21:12 AM",5.3,5.3,0.0,,145.0,145.0,0.0,0.0,manual,swimming,0.0,,,,0.0,145.0,0.0,12/05/2025,05:21:17 AM
7,lap,stop,"12/05/2025, 05:21:18 AM",345.1,345.1,274.32,,138.0,138.0,0.0,0.0,manual,swimming,12.0,28.0,274.32,im,12.0,138.0,,12/05/2025,05:27:03 AM
8,lap,stop,"12/05/2025, 05:27:02 AM",40.8,40.8,0.0,,138.0,138.0,0.0,0.0,manual,swimming,0.0,,,,0.0,138.0,0.0,12/05/2025,05:27:42 AM
9,lap,stop,"12/05/2025, 05:27:43 AM",203.8,203.8,274.32,24.0,154.0,154.0,90.0,90.0,manual,swimming,12.0,41.0,274.32,freestyle,12.0,154.0,,12/05/2025,05:31:06 AM
10,lap,stop,"12/05/2025, 05:31:23 AM",21.4,21.4,0.0,,154.0,154.0,0.0,0.0,manual,swimming,0.0,,,,0.0,154.0,0.0,12/05/2025,05:31:44 AM
11,lap,stop,"12/05/2025, 05:31:44 AM",412.0,412.0,274.32,52.0,133.0,133.0,2.0,2.0,manual,swimming,12.0,54.0,274.32,im,12.0,133.0,,12/05/2025,05:38:36 AM
12,lap,stop,"12/05/2025, 05:38:36 AM",23.4,23.4,22.86,28.0,134.0,134.0,5.0,5.0,manual,swimming,1.0,67.0,22.86,freestyle,1.0,134.0,,12/05/2025,05:38:59 AM
13,lap,stop,"12/05/2025, 05:38:59 AM",191.3,191.3,0.0,,134.0,134.0,0.0,0.0,manual,swimming,0.0,,,,0.0,134.0,0.0,12/05/2025,05:42:10 AM
14,lap,stop,"12/05/2025, 05:42:11 AM",10.4,10.4,22.86,18.0,132.0,132.0,8.0,8.0,manual,swimming,1.0,69.0,22.86,backstroke,1.0,132.0,,12/05/2025,05:42:21 AM
15,lap,stop,"12/05/2025, 05:42:21 AM",73.9,73.9,0.0,,132.0,132.0,0.0,0.0,manual,swimming,0.0,,,,0.0,132.0,0.0,12/05/2025,05:43:34 AM
16,lap,stop,"12/05/2025, 05:43:35 AM",23.2,23.2,22.86,30.0,128.0,128.0,7.0,7.0,manual,swimming,1.0,71.0,22.86,freestyle,1.0,128.0,,12/05/2025,05:43:58 AM
17,lap,stop,"12/05/2025, 05:43:58 AM",330.3,330.3,0.0,,128.0,128.0,0.0,0.0,manual,swimming,0.0,,,,0.0,128.0,0.0,12/05/2025,05:49:28 AM
18,lap,stop,"12/05/2025, 05:49:28 AM",32.1,32.1,45.72,21.0,131.0,131.0,10.0,10.0,manual,swimming,2.0,73.0,45.72,mixed,2.0,131.0,,12/05/2025,05:50:00 AM
19,,,"12/05/2025, 05:50:00 AM",79.9,79.9,,,,,,,,,,,,,,,,12/05/2025,05:51:20 AM
0,lap,stop,"12/08/2025, 05:16:00 AM",55.9,55.9,91.44,21.0,94.0,94.0,29.0,29.0,manual,swimming,4.0,0.0,91.44,freestyle,4.0,94.0,,12/08/2025,05:16:55 AM
1,lap,stop,"12/08/2025, 05:19:02 AM",26.7,26.7,0.0,,94.0,94.0,0.0,0.0,manual,swimming,0.0,,,,0.0,94.0,0.0,12/08/2025,05:19:28 AM
2,lap,stop,"12/08/2025, 05:19:28 AM",129.9,129.9,182.88,23.0,147.0,147.0,56.0,56.0,manual,swimming,8.0,5.0,182.88,freestyle,8.0,147.0,,12/08/2025,05:21:37 AM
3,lap,stop,"12/08/2025, 05:21:58 AM",4.0,4.0,0.0,,147.0,147.0,0.0,0.0,manual,swimming,0.0,,,,0.0,147.0,0.0,12/08/2025,05:22:02 AM
4,lap,stop,"12/08/2025, 05:22:02 AM",343.9,343.9,274.32,,128.0,128.0,0.0,0.0,manual,swimming,12.0,14.0,274.32,im,12.0,128.0,,12/08/2025,05:27:45 AM
