message_index,event,event_type,start_time,total_elapsed_time,total_timer_time,total_distance,total_cycles,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,lap_trigger,sport,num_lengths,first_length_index,avg_stroke_distance,swim_stroke,num_active_lengths,min_heart_rate,enhanced_avg_speed,date,time
[0],lap,stop,"10/13/2025, 05:08:38 AM",33.0,33.0,22.86,38.0,98.0,98.0,5.0,5.0,manual,swimming,1.0,0.0,22.86,freestyle,1.0,98.0,,10/13/2025,05:09:11 AM
[1],lap,stop,"10/13/2025, 05:11:17 AM",12.2,12.2,0.0,,98.0,98.0,0.0,0.0,manual,swimming,0.0,,,,0.0,98.0,0.0,10/13/2025,05:11:29 AM
[2],lap,stop,"10/13/2025, 05:11:30 AM",119.2,119.2,182.88,23.0,116.0,116.0,65.0,65.0,manual,swimming,8.0,2.0,182.88,freestyle,8.0,116.0,,10/13/2025,05:13:29 AM
[3],lap,stop,"10/13/2025, 05:13:45 AM",46.2,46.2,0.0,,116.0,116.0,0.0,0.0,manual,swimming,0.0,,,,0.0,116.0,0.0,10/13/2025,05:14:31 AM
[4],lap,stop,"10/13/2025, 05:14:31 AM",231.1,231.1,320.04,24.0,155.0,155.0,110.0,110.0,manual,swimming,14.0,11.0,320.04,freestyle,14.0,155.0,,10/13/2025,05:18:22 AM
[5],lap,stop,"10/13/2025, 05:18:59 AM",33.0,33.0,0.0,,155.0,155.0,0.0,0.0,manual,swimming,0.0,,,,0.0,155.0,0.0,10/13/2025,05:19:32 AM
[6],lap,stop,"10/13/2025, 05:19:32 AM",397.9,397.9,548.64,24.0,156.0,156.0,174.0,174.0,manual,swimming,24.0,26.0,548.64,freestyle,24.0,156.0,,10/13/2025,05:26:09 AM
[7],lap,stop,"10/13/2025, 05:26:58 AM",30.8,30.8,0.0,,156.0,156.0,0.0,0.0,manual,swimming,0.0,,,,0.0,156.0,0.0,10/13/2025,05:27:28 AM
[8],lap,stop,"10/13/2025, 05:27:29 AM",546.1,546.1,731.52,24.0,152.0,152.0,227.0,227.0,manual,swimming,32.0,51.0,76.16,freestyle,32.0,152.0,,10/13/2025,05:36:35 AM
[9],lap,stop,"10/13/2025, 05:37:50 AM",41.4,41.4,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,10/13/2025,05:38:31 AM
[10],lap,stop,"10/13/2025, 05:38:31 AM",455.3,455.3,594.36,25.0,155.0,155.0,196.0,196.0,manual,swimming,26.0,84.0,594.36,freestyle,26.0,155.0,,10/13/2025,05:46:06 AM
[11],lap,stop,"10/13/2025, 05:46:54 AM",37.0,37.0,0.0,,155.0,155.0,0.0,0.0,manual,swimming,0.0,,,,0.0,155.0,0.0,10/13/2025,05:47:31 AM
[12],lap,stop,"10/13/2025, 05:47:31 AM",242.6,242.6,320.04,25.0,156.0,156.0,104.0,104.0,manual,swimming,14.0,111.0,320.04,freestyle,14.0,156.0,,10/13/2025,05:51:33 AM
[13],lap,stop,"10/13/2025, 05:52:06 AM",84.6,84.6,0.0,,156.0,156.0,0.0,0.0,manual,swimming,0.0,,,,0.0,156.0,0.0,10/13/2025,05:53:30 AM
[14],lap,stop,"10/13/2025, 05:53:30 AM",117.4,117.4,182.88,23.0,158.0,158.0,69.0,69.0,manual,swimming,8.0,126.0,182.88,freestyle,8.0,158.0,,10/13/2025,05:55:27 AM
[15],lap,stop,"10/13/2025, 05:55:32 AM",27.9,27.9,0.0,,158.0,158.0,0.0,0.0,manual,swimming,0.0,,,,0.0,158.0,0.0,10/13/2025,05:55:59 AM
[16],lap,stop,"10/13/2025, 05:56:00 AM",55.4,55.4,45.72,37.0,159.0,159.0,17.0,17.0,manual,swimming,2.0,135.0,45.72,mixed,2.0,159.0,,10/13/2025,05:56:55 AM
[17],lap,stop,"10/13/2025, 05:56:58 AM",253.6,253.6,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,10/13/2025,06:01:11 AM
[18],lap,stop,"10/13/2025, 06:01:12 AM",203.1,203.1,22.86,211.0,140.0,140.0,8.0,8.0,manual,swimming,1.0,138.0,22.86,mixed,1.0,140.0,,10/13/2025,06:04:35 AM
[0],lap,stop,"10/14/2025, 05:08:00 AM",206.6,206.6,274.32,26.0,135.0,135.0,102.0,102.0,manual,swimming,12.0,0.0,274.32,freestyle,12.0,135.0,,10/14/2025,05:11:26 AM
[1],lap,stop,"10/14/2025, 05:12:17 AM",4.6,4.6,0.0,,135.0,135.0,0.0,0.0,manual,swimming,0.0,,,,0.0,135.0,0.0,10/14/2025,05:12:21 AM
[2],lap,stop,"10/14/2025, 05:12:22 AM",150.3,150.3,91.44,37.0,131.0,131.0,1.0,1.0,manual,swimming,4.0,13.0,91.44,im,4.0,131.0,,10/14/2025,05:14:52 AM
[3],lap,stop,"10/14/2025, 05:14:52 AM",39.3,39.3,0.0,,131.0,131.0,0.0,0.0,manual,swimming,0.0,,,,0.0,131.0,0.0,10/14/2025,05:15:31 AM
[4],lap,stop,"10/14/2025, 05:15:32 AM",35.6,35.6,45.72,25.0,122.0,122.0,13.0,13.0,manual,swimming,2.0,18.0,45.72,freestyle,2.0,122.0,,10/14/2025,05:16:07 AM
[5],lap,stop,"10/14/2025, 05:16:08 AM",18.1,18.1,0.0,,122.0,122.0,0.0,0.0,manual,swimming,0.0,,,,0.0,122.0,0.0,10/14/2025,05:16:26 AM
[6],lap,stop,"10/14/2025, 05:16:26 AM",30.7,30.7,22.86,43.0,130.0,130.0,12.0,12.0,manual,swimming,1.0,21.0,22.86,freestyle,1.0,130.0,,10/14/2025,05:16:56 AM
[7],lap,stop,"10/14/2025, 05:16:57 AM",13.8,13.8,0.0,,130.0,130.0,0.0,0.0,manual,swimming,0.0,,,,0.0,130.0,0.0,10/14/2025,05:17:10 AM
[8],lap,stop,"10/14/2025, 05:17:11 AM",33.7,33.7,45.72,25.0,141.0,141.0,15.0,15.0,manual,swimming,2.0,23.0,45.72,freestyle,2.0,141.0,,10/14/2025,05:17:44 AM
[9],lap,stop,"10/14/2025, 05:17:46 AM",17.8,17.8,0.0,,141.0,141.0,0.0,0.0,manual,swimming,0.0,,,,0.0,141.0,0.0,10/14/2025,05:18:03 AM
[10],lap,stop,"10/14/2025, 05:18:04 AM",31.6,31.6,22.86,46.0,142.0,142.0,14.0,14.0,manual,swimming,1.0,26.0,22.86,freestyle,1.0,142.0,,10/14/2025,05:18:35 AM
[11],lap,stop,"10/14/2025, 05:18:36 AM",13.8,13.8,0.0,,142.0,142.0,0.0,0.0,manual,swimming,0.0,,,,0.0,142.0,0.0,10/14/2025,05:18:49 AM
[12],lap,stop,"10/14/2025, 05:18:50 AM",35.0,35.0,45.72,27.0,150.0,150.0,18.0,18.0,manual,swimming,2.0,28.0,45.72,freestyle,2.0,150.0,,10/14/2025,05:19:25 AM
[13],lap,stop,"10/14/2025, 05:19:26 AM",14.4,14.4,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,10/14/2025,05:19:40 AM
[14],lap,stop,"10/14/2025, 05:19:41 AM",34.7,34.7,45.72,26.0,152.0,152.0,17.0,17.0,manual,swimming,2.0,31.0,45.72,freestyle,2.0,152.0,,10/14/2025,05:20:15 AM
[15],lap,stop,"10/14/2025, 05:20:16 AM",11.6,11.6,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,10/14/2025,05:20:27 AM
[16],lap,stop,"10/14/2025, 05:20:27 AM",36.9,36.9,45.72,28.0,149.0,149.0,19.0,19.0,manual,swimming,2.0,34.0,45.72,freestyle,2.0,149.0,,10/14/2025,05:21:03 AM
[17],lap,stop,"10/14/2025, 05:21:07 AM",14.5,14.5,0.0,,149.0,149.0,0.0,0.0,manual,swimming,0.0,,,,0.0,149.0,0.0,10/14/2025,05:21:21 AM
[18],lap,stop,"10/14/2025, 05:21:21 AM",34.2,34.2,45.72,26.0,148.0,148.0,17.0,17.0,manual,swimming,2.0,37.0,45.72,freestyle,2.0,148.0,,10/14/2025,05:21:55 AM
[19],lap,stop,"10/14/2025, 05:21:56 AM",96.0,96.0,0.0,,148.0,148.0,0.0,0.0,manual,swimming,0.0,,,,0.0,148.0,0.0,10/14/2025,05:23:32 AM
[20],lap,stop,"10/14/2025, 05:23:33 AM",128.6,128.6,182.88,24.0,152.0,152.0,65.0,65.0,manual,swimming,8.0,40.0,182.88,freestyle,8.0,152.0,,10/14/2025,05:25:41 AM
[21],lap,stop,"10/14/2025, 05:25:57 AM",15.1,15.1,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,10/14/2025,05:26:12 AM
[22],lap,stop,"10/14/2025, 05:26:12 AM",118.8,118.8,182.88,23.0,165.0,165.0,61.0,61.0,manual,swimming,8.0,49.0,182.88,freestyle,8.0,165.0,,10/14/2025,05:28:10 AM
[23],lap,stop,"10/14/2025, 05:28:39 AM",11.5,11.5,0.0,,165.0,165.0,0.0,0.0,manual,swimming,0.0,,,,0.0,165.0,0.0,10/14/2025,05:28:50 AM
[24],lap,stop,"10/14/2025, 05:28:51 AM",266.9,266.9,365.76,25.0,168.0,168.0,139.0,139.0,manual,swimming,16.0,58.0,365.76,freestyle,16.0,168.0,,10/14/2025,05:33:17 AM
[25],lap,stop,"10/14/2025, 05:34:06 AM",14.6,14.6,0.0,,168.0,168.0,0.0,0.0,manual,swimming,0.0,,,,0.0,168.0,0.0,10/14/2025,05:34:20 AM
[26],lap,stop,"10/14/2025, 05:34:21 AM",65.5,65.5,91.44,26.0,170.0,170.0,36.0,36.0,manual,swimming,4.0,75.0,91.44,freestyle,4.0,170.0,,10/14/2025,05:35:26 AM
[27],lap,stop,"10/14/2025, 05:35:35 AM",16.7,16.7,0.0,,170.0,170.0,0.0,0.0,manual,swimming,0.0,,,,0.0,170.0,0.0,10/14/2025,05:35:51 AM
[28],lap,stop,"10/14/2025, 05:35:52 AM",62.4,62.4,91.44,24.0,173.0,173.0,33.0,33.0,manual,swimming,4.0,80.0,91.44,freestyle,4.0,173.0,,10/14/2025,05:36:54 AM
[29],lap,stop,"10/14/2025, 05:37:02 AM",15.4,15.4,0.0,,173.0,173.0,0.0,0.0,manual,swimming,0.0,,,,0.0,173.0,0.0,10/14/2025,05:37:17 AM
[30],lap,stop,"10/14/2025, 05:37:17 AM",29.0,29.0,45.72,23.0,172.0,172.0,16.0,16.0,manual,swimming,2.0,85.0,45.72,freestyle,2.0,172.0,,10/14/2025,05:37:46 AM
[31],lap,stop,"10/14/2025, 05:37:47 AM",22.1,22.1,0.0,,172.0,172.0,0.0,0.0,manual,swimming,0.0,,,,0.0,172.0,0.0,10/14/2025,05:38:09 AM
[32],lap,stop,"10/14/2025, 05:38:09 AM",27.3,27.3,45.72,22.0,172.0,172.0,16.0,16.0,manual,swimming,2.0,88.0,45.72,freestyle,2.0,172.0,,10/14/2025,05:38:36 AM
[33],lap,stop,"10/14/2025, 05:38:38 AM",19.0,19.0,0.0,,172.0,172.0,0.0,0.0,manual,swimming,0.0,,,,0.0,172.0,0.0,10/14/2025,05:38:57 AM
[34],lap,stop,"10/14/2025, 05:38:57 AM",29.7,29.7,45.72,24.0,171.0,171.0,18.0,18.0,manual,swimming,2.0,91.0,45.72,freestyle,2.0,171.0,,10/14/2025,05:39:26 AM
[35],lap,stop,"10/14/2025, 05:39:26 AM",16.5,16.5,0.0,,171.0,171.0,0.0,0.0,manual,swimming,0.0,,,,0.0,171.0,0.0,10/14/2025,05:39:42 AM
[36],lap,stop,"10/14/2025, 05:39:43 AM",36.5,36.5,45.72,29.0,174.0,174.0,21.0,21.0,manual,swimming,2.0,94.0,45.72,freestyle,2.0,174.0,,10/14/2025,05:40:19 AM
[37],lap,stop,"10/14/2025, 05:40:21 AM",11.2,11.2,0.0,,174.0,174.0,0.0,0.0,manual,swimming,0.0,,,,0.0,174.0,0.0,10/14/2025,05:40:32 AM
[38],lap,stop,"10/14/2025, 05:40:32 AM",212.5,212.5,274.32,25.0,165.0,165.0,87.0,87.0,manual,swimming,12.0,97.0,274.32,freestyle,12.0,165.0,,10/14/2025,05:44:04 AM
[39],lap,stop,"10/14/2025, 05:44:34 AM",116.6,116.6,0.0,,165.0,165.0,0.0,0.0,manual,swimming,0.0,,,,0.0,165.0,0.0,10/14/2025,05:46:30 AM
[40],lap,stop,"10/14/2025, 05:46:30 AM",31.1,31.1,45.72,24.0,143.0,143.0,16.0,16.0,manual,swimming,2.0,110.0,45.72,freestyle,2.0,143.0,,10/14/2025,05:47:01 AM
[41],lap,stop,"10/14/2025, 05:47:08 AM",21.8,21.8,0.0,,143.0,143.0,0.0,0.0,manual,swimming,0.0,,,,0.0,143.0,0.0,10/14/2025,05:47:29 AM
[42],lap,stop,"10/14/2025, 05:47:30 AM",34.5,34.5,45.72,27.0,157.0,157.0,18.0,18.0,manual,swimming,2.0,113.0,45.72,freestyle,2.0,157.0,,10/14/2025,05:48:04 AM
[43],lap,stop,"10/14/2025, 05:48:08 AM",23.5,23.5,0.0,,157.0,157.0,0.0,0.0,manual,swimming,0.0,,,,0.0,157.0,0.0,10/14/2025,05:48:31 AM
[44],lap,stop,"10/14/2025, 05:48:32 AM",31.3,31.3,45.72,25.0,163.0,163.0,18.0,18.0,manual,swimming,2.0,116.0,45.72,freestyle,2.0,163.0,,10/14/2025,05:49:03 AM
[45],lap,stop,"10/14/2025, 05:49:07 AM",22.3,22.3,0.0,,163.0,163.0,0.0,0.0,manual,swimming,0.0,,,,0.0,163.0,0.0,10/14/2025,05:49:29 AM
[46],lap,stop,"10/14/2025, 05:49:30 AM",34.0,34.0,45.72,27.0,165.0,165.0,19.0,19.0,manual,swimming,2.0,119.0,45.72,freestyle,2.0,165.0,,10/14/2025,05:50:04 AM
[47],lap,stop,"10/14/2025, 05:50:08 AM",84.6,84.6,0.0,,165.0,165.0,0.0,0.0,manual,swimming,0.0,,,,0.0,165.0,0.0,10/14/2025,05:51:32 AM
[48],lap,stop,"10/14/2025, 05:51:32 AM",22.9,22.9,45.72,21.0,142.0,142.0,18.0,18.0,manual,swimming,2.0,122.0,45.72,freestyle,2.0,142.0,,10/14/2025,05:51:54 AM
[49],lap,stop,"10/14/2025, 05:51:57 AM",34.8,34.8,0.0,,142.0,142.0,0.0,0.0,manual,swimming,0.0,,,,0.0,142.0,0.0,10/14/2025,05:52:31 AM
[50],lap,stop,"10/14/2025, 05:52:32 AM",26.7,26.7,45.72,22.0,174.0,174.0,17.0,17.0,manual,swimming,2.0,125.0,45.72,freestyle,2.0,174.0,,10/14/2025,05:52:58 AM
[51],lap,stop,"10/14/2025, 05:52:59 AM",32.4,32.4,0.0,,174.0,174.0,0.0,0.0,manual,swimming,0.0,,,,0.0,174.0,0.0,10/14/2025,05:53:31 AM
[52],lap,stop,"10/14/2025, 05:53:31 AM",49.5,49.5,45.72,33.0,160.0,160.0,16.0,16.0,manual,swimming,2.0,128.0,45.72,mixed,2.0,160.0,,10/14/2025,05:54:20 AM
[53],lap,stop,"10/14/2025, 05:54:26 AM",30.0,30.0,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,10/14/2025,05:54:56 AM
[54],lap,stop,"10/14/2025, 05:54:56 AM",72.2,72.2,22.86,74.0,140.0,140.0,2.0,2.0,manual,swimming,1.0,131.0,22.86,im,1.0,140.0,,10/14/2025,05:56:08 AM
[55],lap,stop,"10/14/2025, 05:56:08 AM",244.3,244.3,0.0,,140.0,140.0,0.0,0.0,manual,swimming,0.0,,,,0.0,140.0,0.0,10/14/2025,06:00:12 AM
[56],lap,stop,"10/14/2025, 06:00:12 AM",24.0,24.0,22.86,28.0,150.0,150.0,4.0,4.0,manual,swimming,1.0,133.0,22.86,butterfly,1.0,150.0,,10/14/2025,06:00:36 AM
[0],lap,stop,"10/16/2025, 05:06:46 AM",195.5,195.5,274.32,24.0,115.0,115.0,93.0,93.0,manual,swimming,12.0,0.0,274.32,freestyle,12.0,115.0,,10/16/2025,05:10:01 AM
[1],lap,stop,"10/16/2025, 05:11:27 AM",6.2,6.2,0.0,,115.0,115.0,0.0,0.0,manual,swimming,0.0,,,,0.0,115.0,0.0,10/16/2025,05:11:33 AM
[2],lap,stop,"10/16/2025, 05:11:33 AM",192.1,192.1,137.16,39.0,141.0,141.0,2.0,2.0,manual,swimming,6.0,13.0,137.16,im,6.0,141.0,,10/16/2025,05:14:45 AM
[3],lap,stop,"10/16/2025, 05:14:45 AM",20.8,20.8,0.0,,141.0,141.0,0.0,0.0,manual,swimming,0.0,,,,0.0,141.0,0.0,10/16/2025,05:15:05 AM
[4],lap,stop,"10/16/2025, 05:15:06 AM",23.3,23.3,45.72,18.0,148.0,148.0,12.0,12.0,manual,swimming,2.0,20.0,45.72,mixed,2.0,148.0,,10/16/2025,05:15:29 AM
[5],lap,stop,"10/16/2025, 05:15:38 AM",50.6,50.6,0.0,,148.0,148.0,0.0,0.0,manual,swimming,0.0,,,,0.0,148.0,0.0,10/16/2025,05:16:28 AM
[6],lap,stop,"10/16/2025, 05:16:29 AM",39.7,39.7,45.72,27.0,147.0,147.0,13.0,13.0,manual,swimming,2.0,23.0,45.72,freestyle,2.0,147.0,,10/16/2025,05:17:08 AM
[7],lap,stop,"10/16/2025, 05:17:09 AM",25.0,25.0,0.0,,147.0,147.0,0.0,0.0,manual,swimming,0.0,,,,0.0,147.0,0.0,10/16/2025,05:17:34 AM
[8],lap,stop,"10/16/2025, 05:17:34 AM",26.4,26.4,45.72,20.0,146.0,146.0,13.0,13.0,manual,swimming,2.0,26.0,45.72,freestyle,2.0,146.0,,10/16/2025,05:18:00 AM
[9],lap,stop,"10/16/2025, 05:18:09 AM",24.7,24.7,0.0,,146.0,146.0,0.0,0.0,manual,swimming,0.0,,,,0.0,146.0,0.0,10/16/2025,05:18:33 AM
[10],lap,stop,"10/16/2025, 05:18:34 AM",37.2,37.2,22.86,48.0,151.0,151.0,11.0,11.0,manual,swimming,1.0,29.0,22.86,freestyle,1.0,151.0,,10/16/2025,05:19:11 AM
[11],lap,stop,"10/16/2025, 05:19:11 AM",20.9,20.9,0.0,,151.0,151.0,0.0,0.0,manual,swimming,0.0,,,,0.0,151.0,0.0,10/16/2025,05:19:31 AM
[12],lap,stop,"10/16/2025, 05:19:32 AM",16.8,16.8,22.86,25.0,148.0,148.0,8.0,8.0,manual,swimming,1.0,31.0,22.86,freestyle,1.0,148.0,,10/16/2025,05:19:48 AM
[13],lap,stop,"10/16/2025, 05:19:49 AM",13.8,13.8,0.0,,148.0,148.0,0.0,0.0,manual,swimming,0.0,,,,0.0,148.0,0.0,10/16/2025,05:20:02 AM
[14],lap,stop,"10/16/2025, 05:20:03 AM",12.2,12.2,22.86,18.0,149.0,149.0,6.0,6.0,manual,swimming,1.0,33.0,22.86,freestyle,1.0,149.0,,10/16/2025,05:20:15 AM
[15],lap,stop,"10/16/2025, 05:20:15 AM",15.0,15.0,0.0,,149.0,149.0,0.0,0.0,manual,swimming,0.0,,,,0.0,149.0,0.0,10/16/2025,05:20:30 AM
[16],lap,stop,"10/16/2025, 05:20:30 AM",16.3,16.3,22.86,26.0,154.0,154.0,10.0,10.0,manual,swimming,1.0,35.0,22.86,freestyle,1.0,154.0,,10/16/2025,05:20:46 AM
[17],lap,stop,"10/16/2025, 05:20:46 AM",16.2,16.2,0.0,,154.0,154.0,0.0,0.0,manual,swimming,0.0,,,,0.0,154.0,0.0,10/16/2025,05:21:02 AM
[18],lap,stop,"10/16/2025, 05:21:02 AM",12.4,12.4,22.86,20.0,155.0,155.0,8.0,8.0,manual,swimming,1.0,37.0,22.86,freestyle,1.0,155.0,,10/16/2025,05:21:14 AM
[19],lap,stop,"10/16/2025, 05:21:15 AM",50.5,50.5,0.0,,155.0,155.0,0.0,0.0,manual,swimming,0.0,,,,0.0,155.0,0.0,10/16/2025,05:22:05 AM
[20],lap,stop,"10/16/2025, 05:22:05 AM",60.1,60.1,91.44,23.0,158.0,158.0,31.0,31.0,manual,swimming,4.0,39.0,91.44,mixed,4.0,158.0,,10/16/2025,05:23:05 AM
[21],lap,stop,"10/16/2025, 05:23:17 AM",31.8,31.8,0.0,,158.0,158.0,0.0,0.0,manual,swimming,0.0,,,,0.0,158.0,0.0,10/16/2025,05:23:48 AM
[22],lap,stop,"10/16/2025, 05:23:49 AM",66.5,66.5,91.44,25.0,164.0,164.0,33.0,33.0,manual,swimming,4.0,44.0,91.44,mixed,4.0,164.0,,10/16/2025,05:24:55 AM
[23],lap,stop,"10/16/2025, 05:25:08 AM",27.7,27.7,0.0,,164.0,164.0,0.0,0.0,manual,swimming,0.0,,,,0.0,164.0,0.0,10/16/2025,05:25:35 AM
[24],lap,stop,"10/16/2025, 05:25:36 AM",64.6,64.6,91.44,24.0,163.0,163.0,32.0,32.0,manual,swimming,4.0,49.0,91.44,mixed,4.0,163.0,,10/16/2025,05:26:40 AM
[25],lap,stop,"10/16/2025, 05:26:54 AM",351.5,351.5,182.88,50.0,144.0,144.0,1.0,1.0,manual,swimming,8.0,54.0,182.88,im,8.0,144.0,,10/16/2025,05:32:45 AM
[26],lap,stop,"10/16/2025, 05:32:55 AM",97.4,97.4,0.0,,144.0,144.0,0.0,0.0,manual,swimming,0.0,,,,0.0,144.0,0.0,10/16/2025,05:34:32 AM
[27],lap,stop,"10/16/2025, 05:34:33 AM",24.9,24.9,45.72,22.0,143.0,143.0,18.0,18.0,manual,swimming,2.0,63.0,45.72,butterfly,2.0,143.0,,10/16/2025,05:34:57 AM
[28],lap,stop,"10/16/2025, 05:35:02 AM",28.0,28.0,0.0,,143.0,143.0,0.0,0.0,manual,swimming,0.0,,,,0.0,143.0,0.0,10/16/2025,05:35:30 AM
[29],lap,stop,"10/16/2025, 05:35:30 AM",22.2,22.2,45.72,20.0,166.0,166.0,16.0,16.0,manual,swimming,2.0,66.0,45.72,butterfly,2.0,166.0,,10/16/2025,05:35:52 AM
[30],lap,stop,"10/16/2025, 05:35:58 AM",36.8,36.8,0.0,,166.0,166.0,0.0,0.0,manual,swimming,0.0,,,,0.0,166.0,0.0,10/16/2025,05:36:34 AM
[31],lap,stop,"10/16/2025, 05:36:35 AM",301.5,301.5,160.02,,148.0,148.0,0.0,0.0,manual,swimming,7.0,69.0,160.02,im,7.0,148.0,,10/16/2025,05:41:36 AM
[32],lap,stop,"10/16/2025, 05:41:36 AM",21.6,21.6,0.0,,148.0,148.0,0.0,0.0,manual,swimming,0.0,,,,0.0,148.0,0.0,10/16/2025,05:41:57 AM
[33],lap,stop,"10/16/2025, 05:41:58 AM",113.7,113.7,68.58,,150.0,150.0,0.0,0.0,manual,swimming,3.0,77.0,68.58,im,3.0,150.0,,10/16/2025,05:43:51 AM
[34],lap,stop,"10/16/2025, 05:43:51 AM",22.2,22.2,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,10/16/2025,05:44:13 AM
[35],lap,stop,"10/16/2025, 05:44:13 AM",199.0,199.0,114.3,,150.0,150.0,0.0,0.0,manual,swimming,5.0,81.0,114.3,im,5.0,150.0,,10/16/2025,05:47:32 AM
[36],lap,stop,"10/16/2025, 05:47:32 AM",17.3,17.3,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,10/16/2025,05:47:49 AM
[37],lap,stop,"10/16/2025, 05:47:50 AM",76.9,76.9,45.72,,150.0,150.0,0.0,0.0,manual,swimming,2.0,87.0,45.72,im,2.0,150.0,,10/16/2025,05:49:06 AM
[38],lap,stop,"10/16/2025, 05:49:07 AM",14.3,14.3,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,10/16/2025,05:49:21 AM
[39],lap,stop,"10/16/2025, 05:49:21 AM",32.5,32.5,22.86,,157.0,157.0,0.0,0.0,manual,swimming,1.0,90.0,22.86,im,1.0,157.0,,10/16/2025,05:49:53 AM
[40],lap,stop,"10/16/2025, 05:49:53 AM",18.3,18.3,0.0,,157.0,157.0,0.0,0.0,manual,swimming,0.0,,,,0.0,157.0,0.0,10/16/2025,05:50:11 AM
[41],lap,stop,"10/16/2025, 05:50:12 AM",153.7,153.7,91.44,,156.0,156.0,0.0,0.0,manual,swimming,4.0,92.0,91.44,im,4.0,156.0,,10/16/2025,05:52:45 AM
[42],lap,stop,"10/16/2025, 05:52:51 AM",20.1,20.1,0.0,,156.0,156.0,0.0,0.0,manual,swimming,0.0,,,,0.0,156.0,0.0,10/16/2025,05:53:11 AM
[43],lap,stop,"10/16/2025, 05:53:11 AM",196.3,196.3,137.16,,157.0,157.0,0.0,0.0,manual,swimming,6.0,97.0,137.16,im,6.0,157.0,,10/16/2025,05:56:27 AM
[44],lap,stop,"10/16/2025, 05:56:31 AM",16.7,16.7,0.0,,157.0,157.0,0.0,0.0,manual,swimming,0.0,,,,0.0,157.0,0.0,10/16/2025,05:56:47 AM
[45],lap,stop,"10/16/2025, 05:56:47 AM",73.0,73.0,45.72,,158.0,158.0,0.0,0.0,manual,swimming,2.0,104.0,45.72,im,2.0,158.0,,10/16/2025,05:58:00 AM
[46],lap,stop,"10/16/2025, 05:58:00 AM",7.2,7.2,0.0,,158.0,158.0,0.0,0.0,manual,swimming,0.0,,,,0.0,158.0,0.0,10/16/2025,05:58:07 AM
[47],lap,stop,"10/16/2025, 05:58:08 AM",69.8,69.8,91.44,25.0,162.0,162.0,28.0,28.0,manual,swimming,4.0,107.0,91.44,freestyle,4.0,162.0,,10/16/2025,05:59:17 AM
[48],,,"10/16/2025, 05:59:17 AM",30.2,30.2,,,,,,,,,,,,,,,,10/16/2025,05:59:48 AM
[0],lap,stop,"10/21/2025, 05:11:16 AM",121.0,121.0,182.88,22.0,99.0,99.0,58.0,58.0,manual,swimming,8.0,0.0,182.88,freestyle,8.0,99.0,,10/21/2025,05:13:17 AM
[1],lap,stop,"10/21/2025, 05:13:50 AM",47.7,47.7,0.0,,99.0,99.0,0.0,0.0,manual,swimming,0.0,,,,0.0,99.0,0.0,10/21/2025,05:14:37 AM
[2],lap,stop,"10/21/2025, 05:14:38 AM",27.3,27.3,45.72,21.0,137.0,137.0,14.0,14.0,manual,swimming,2.0,9.0,45.72,freestyle,2.0,137.0,,10/21/2025,05:15:05 AM
[3],lap,stop,"10/21/2025, 05:15:08 AM",14.2,14.2,0.0,,137.0,137.0,0.0,0.0,manual,swimming,0.0,,,,0.0,137.0,0.0,10/21/2025,05:15:22 AM
[4],lap,stop,"10/21/2025, 05:15:22 AM",28.4,28.4,45.72,20.0,140.0,140.0,11.0,11.0,manual,swimming,2.0,12.0,45.72,freestyle,2.0,140.0,,10/21/2025,05:15:50 AM
[5],lap,stop,"10/21/2025, 05:15:58 AM",21.5,21.5,0.0,,140.0,140.0,0.0,0.0,manual,swimming,0.0,,,,0.0,140.0,0.0,10/21/2025,05:16:19 AM
[6],lap,stop,"10/21/2025, 05:16:19 AM",30.7,30.7,45.72,22.0,140.0,140.0,12.0,12.0,manual,swimming,2.0,15.0,45.72,mixed,2.0,140.0,,10/21/2025,05:16:49 AM
[7],lap,stop,"10/21/2025, 05:16:53 AM",12.8,12.8,0.0,,140.0,140.0,0.0,0.0,manual,swimming,0.0,,,,0.0,140.0,0.0,10/21/2025,05:17:05 AM
[8],lap,stop,"10/21/2025, 05:17:06 AM",28.8,28.8,45.72,21.0,141.0,141.0,13.0,13.0,manual,swimming,2.0,18.0,45.72,freestyle,2.0,141.0,,10/21/2025,05:17:34 AM
[9],lap,stop,"10/21/2025, 05:17:40 AM",46.0,46.0,0.0,,141.0,141.0,0.0,0.0,manual,swimming,0.0,,,,0.0,141.0,0.0,10/21/2025,05:18:26 AM
